N_ENT,ENT,N_REN,cb_P1,cb_P2,cb_P3_1,cb_P3_2,cb_P3_3,cb_P3_4,cb_P3_5,cb_P3_6,cb_P3_7,cb_P3_8,cb_P3_9,cb_P3_10,cb_P3_11,cb_P4_1,cb_P4_2,cb_P4_3,cb_P4_4,cb_P4_5,cb_P4_6,cb_P4_7,cb_P4_8,cb_P4_9,cb_P4_10,cb_P5_1,cb_P5_2,cb_P5_3,cb_P5_4,cb_P5_5,cb_P5_6,cb_P5_7,cb_P5_8,cb_P5_9,cb_P5_10,cb_P5_11,cb_P5_12,cs_SEX,cs_EDA,cs_ALF,cs_I_NIV,cs_E_CON,cs_C_ACT,cs_OCU,cs_A_ECO,cs_POS,cs_ING,viv_FCH_PRE,viv_FCH_DEF,viv_P1,viv_P2,viv_P3,viv_P4,ANIO
1,Baja California Sur,1,9,8,8,8,9,10,9,10,8,9,10,9,0,9,9,9,9,9,1,1,1,0,1,9,9,9,10,8,9,7,10,10,9,9,9,Mujer,73,Sabe leer y escribir,Primaria,Soltero(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2023-10-04,2023-10-04,1,No aplica,1,1,2023
1,Baja California Sur,1,10,10,10,10,9,10,10,9,6,10,8,10,0,8,9,9,9,9,0,1,1,0,1,10,5,10,10,9,7,3,9,10,6,9,7,Mujer,38,Sabe leer y escribir,Secundaria,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",,2023-10-04,2023-10-04,4,Sí,1,4,2023
1,Baja California Sur,1,8,6,9,7,8,8,9,8,9,9,8,9,2,8,9,8,7,10,0,0,1,2,0,8,8,9,10,9,8,6,7,9,8,6,4,Hombre,47,Sabe leer y escribir,Preparatoria o bachillerato,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",,2023-10-17,2023-10-17,1,No aplica,1,1,2023
1,Baja California Sur,2,8,9,9,10,9,10,9,9,9,10,9,9,0,9,9,9,9,10,1,0,1,0,0,8,9,9,10,9,6,6,8,8,8,9,8,Mujer,24,Sabe leer y escribir,Secundaria,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",,2023-10-05,2023-10-05,4,Sí,1,4,2023
4,Baja California Sur,2,9,10,10,10,10,9,9,10,10,8,8,9,1,10,10,10,8,9,0,0,0,1,1,8,10,10,9,10,8,7,10,9,8,8,7,Mujer,50,Sabe leer y escribir,Profesional,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en labores agropecuarias,Industria,Trabajador(a) por su cuenta,,2023-10-10,2023-10-10,2,Sí,1,2,2023
4,Baja California Sur,1,7,8,9,8,8,8,8,9,8,9,10,8,4,8,7,8,8,8,1,2,1,1,2,7,6,9,9,7,7,7,8,7,8,7,8,Mujer,85,Sabe leer y escribir,Primaria,Viudo(a),Jubilado(a) o pensionado(a),No trabaja,No trabaja,No trabaja,,2023-10-02,2023-10-02,1,No aplica,1,1,2023
4,Baja California Sur,2,9,8,9,10,10,9,9,9,9,10,8,9,0,9,8,9,10,9,0,0,1,0,0,9,10,9,10,9,8,7,10,10,9,9,8,Hombre,61,Sabe leer y escribir,Profesional,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Administración pública y defensa,"Trabajador(a) a sueldo fijo, salario o jornal",,2023-10-12,2023-10-12,2,Sí,1,2,2023
8,Baja California Sur,1,7,6,10,9,10,9,10,9,10,9,8,8,1,9,9,8,9,9,0,1,0,0,1,8,9,8,10,9,9,5,9,7,8,7,5,Hombre,38,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,Trabajador(a) por su cuenta,1000.0,2023-10-03,2023-10-03,1,No aplica,1,1,2023
8,Baja California Sur,1,7,6,8,7,8,6,8,8,8,8,10,9,2,9,8,7,6,7,1,2,1,1,2,6,7,7,6,8,7,7,6,5,7,7,7,Hombre,70,Sabe leer y escribir,Primaria,Viudo(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,Trabajador(a) por su cuenta,600.0,2023-10-03,2023-10-03,1,No aplica,1,1,2023
8,Baja California Sur,3,8,9,8,9,9,10,9,9,10,9,7,8,1,8,9,10,9,8,1,0,0,1,0,9,8,9,9,10,9,6,10,9,9,7,7,Hombre,31,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Administración pública y defensa,"Trabajador(a) a sueldo fijo, salario o jornal",4500.0,2023-10-03,2023-10-03,3,Sí,1,3,2023
8,Baja California Sur,1,9,9,9,8,10,9,8,9,10,10,10,10,0,10,9,9,8,9,0,1,0,0,1,9,9,10,10,9,8,9,10,9,9,10,7,Hombre,64,Sabe leer y escribir,Secundaria,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",1800.0,2023-10-03,2023-10-03,2,Sí,1,2,2023
5,Baja California Sur,1,10,10,9,10,10,10,10,10,10,10,10,9,0,10,10,10,10,10,0,0,0,0,0,9,10,10,10,10,10,8,10,9,10,10,10,Mujer,55,Sabe leer y escribir,Secundaria,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Comercio,Trabajador(a) por su cuenta,,2023-10-06,2023-10-06,3,Sí,1,3,2023
5,Baja California Sur,1,8,8,9,10,10,9,9,9,10,10,8,9,8,9,10,5,9,9,1,0,1,0,1,9,9,10,10,9,9,8,9,8,9,7,7,Mujer,38,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",,2023-10-02,2023-10-02,3,Sí,1,3,2023
5,Baja California Sur,4,8,9,9,9,10,9,9,10,9,8,6,10,0,9,8,9,10,9,0,1,0,0,0,9,9,8,10,9,10,7,8,9,8,10,9,Mujer,19,Sabe leer y escribir,Preparatoria o bachillerato,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Comercio,"Trabajador(a) a sueldo fijo, salario o jornal",1200.0,2023-10-05,2023-10-05,4,Sí,1,4,2023
5,Baja California Sur,4,7,8,8,10,10,7,10,8,6,9,10,9,0,8,8,7,9,8,1,0,2,1,1,6,7,8,9,7,10,7,9,8,9,7,8,Mujer,79,Sabe leer y escribir,Primaria,Viudo(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2023-10-03,2023-10-03,4,Sí,1,4,2023
1,Baja California Sur,1,8,9,8,9,9,9,9,8,9,9,0,8,0,8,8,9,8,9,0,0,0,0,0,8,7,9,9,9,9,7,9,9,9,9,8,Hombre,79,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Comercio,Trabajador(a) por su cuenta,,2023-10-10,2023-10-10,2,Sí,1,2,2023
1,Baja California Sur,1,9,10,9,8,9,8,9,8,9,8,9,9,0,8,9,8,9,9,1,1,2,1,1,8,9,9,9,10,7,9,8,10,9,9,7,Mujer,49,Sabe leer y escribir,Profesional,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2023-10-10,2023-10-10,4,Sí,1,4,2023
1,Baja California Sur,1,10,10,10,10,10,10,10,10,10,10,2,10,0,10,10,10,8,10,0,0,0,0,0,9,9,10,5,10,10,5,8,8,10,4,4,Hombre,45,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",,2023-10-10,2023-10-10,1,No aplica,1,1,2023
1,Baja California Sur,1,8,5,9,9,10,10,10,10,10,10,0,10,3,9,7,7,9,9,0,2,2,0,0,8,10,10,10,10,10,6,10,10,10,7,2,Mujer,51,Sabe leer y escribir,Maestría,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Servicios,Trabajador(a) por su cuenta,,2023-10-04,2023-10-04,1,No aplica,1,1,2023
3,Campeche,3,10,10,8,8,10,8,7,8,9,8,8,7,10,10,8,10,8,8,0,0,0,2,0,9,10,10,8,10,8,9,8,9,8,9,7,Mujer,32,Sabe leer y escribir,Profesional,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",1500.0,2023-10-04,2023-10-04,4,Sí,1,4,2023
3,Campeche,3,8,6,9,8,10,10,9,10,10,10,10,10,4,9,7,6,8,8,0,3,4,2,0,8,9,8,7,9,6,4,8,6,8,5,10,Mujer,42,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",2000.0,2023-10-04,2023-10-04,4,Sí,1,4,2023
3,Campeche,3,9,9,10,7,10,8,10,9,8,9,9,7,8,8,7,8,8,9,2,3,1,2,1,8,8,9,8,8,6,5,9,8,7,9,8,Mujer,18,Sabe leer y escribir,Preparatoria o bachillerato,Soltero(a),Estudiante,No trabaja,No trabaja,No trabaja,,2023-10-04,2023-10-04,3,Sí,1,3,2023
7,Campeche,2,9,2,10,9,10,10,8,9,10,10,0,10,10,6,6,6,10,5,4,3,3,0,4,8,8,9,7,10,3,8,9,7,8,5,9,Mujer,35,Sabe leer y escribir,Preparatoria o bachillerato,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Personal administrativo,Comercio,"Trabajador(a) a sueldo fijo, salario o jornal",,2023-10-13,2023-10-13,4,Sí,1,4,2023
7,Campeche,1,9,10,10,7,10,7,10,10,10,8,5,9,6,4,6,4,7,6,5,4,3,2,4,8,5,9,7,9,5,5,10,7,10,4,2,Mujer,40,Sabe leer y escribir,Secundaria,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",1300.0,2023-10-10,2023-10-10,5,Sí,1,5,2023
7,Campeche,2,8,6,9,8,9,8,8,9,8,8,8,8,5,5,3,5,7,6,5,6,5,2,3,8,8,7,8,8,2,5,9,8,7,8,6,Mujer,46,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",1800.0,2023-10-09,2023-10-09,4,Sí,1,4,2023
7,Campeche,3,9,8,9,8,10,8,10,10,10,10,10,10,1,4,6,6,7,7,5,4,4,2,1,10,10,10,10,10,9,9,9,8,8,8,7,Mujer,40,Sabe leer y escribir,Maestría,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Personal administrativo,Administración pública y defensa,"Trabajador(a) a sueldo fijo, salario o jornal",3000.0,2023-10-10,2023-10-10,4,Sí,1,4,2023
5,Campeche,1,7,8,8,7,9,8,7,7,8,7,8,7,6,7,7,6,6,7,3,2,3,3,3,7,7,8,7,7,7,5,7,8,8,6,5,Hombre,69,Sabe leer y escribir,Profesional,Viudo(a),Jubilado(a) o pensionado(a),No trabaja,No trabaja,No trabaja,,2023-10-13,2023-10-13,1,No aplica,1,1,2023
5,Campeche,2,8,8,9,8,10,9,10,10,10,10,10,10,0,6,6,5,8,9,3,4,4,1,1,9,4,9,8,8,5,2,9,8,9,3,3,Mujer,46,Sabe leer y escribir,Carrera técnica,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",2500.0,2023-10-11,2023-10-11,2,Sí,1,2,2023
5,Campeche,1,7,9,6,6,10,10,10,10,9,9,10,8,9,7,6,7,5,9,2,4,2,5,1,0,7,9,10,6,8,8,10,10,10,10,5,Hombre,29,Sabe leer y escribir,Profesional,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Personal administrativo,Construcción,"Trabajador(a) a sueldo fijo, salario o jornal",30000.0,2023-10-03,2023-10-03,3,Sí,1,3,2023
5,Campeche,2,9,9,9,8,9,9,9,9,9,8,10,8,8,9,8,8,8,8,0,1,2,1,0,9,8,10,9,9,9,8,8,10,10,9,5,Mujer,75,Sabe leer y escribir,Secundaria,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2023-10-03,2023-10-03,2,Sí,1,2,2023
6,Campeche,1,10,10,10,10,10,10,10,8,10,0,0,10,0,10,5,9,10,10,0,2,1,0,0,10,10,10,10,10,10,0,10,10,10,0,10,Hombre,39,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,Trabajador(a) por su cuenta,4000.0,2023-10-02,2023-10-02,3,Sí,1,3,2023
6,Campeche,3,8,7,7,8,7,8,7,8,8,8,8,7,5,8,8,9,8,8,2,2,1,2,0,8,8,7,8,8,6,4,8,7,7,5,4,Mujer,21,Sabe leer y escribir,Profesional,Soltero(a),Estudiante,No trabaja,No trabaja,No trabaja,,2023-10-05,2023-10-05,3,Sí,1,3,2023
6,Campeche,2,10,10,9,10,10,10,10,10,9,8,10,10,2,8,10,10,10,10,0,0,0,0,0,8,8,9,9,6,9,4,10,9,10,4,7,Mujer,55,Sabe leer y escribir,Secundaria,Casado(a),Jubilado(a) o pensionado(a),No trabaja,No trabaja,No trabaja,,2023-10-03,2023-10-03,2,Sí,1,2,2023
6,Campeche,1,7,7,7,7,7,8,8,8,7,8,9,8,8,8,8,7,8,8,0,0,2,0,0,8,7,8,8,7,8,6,8,9,9,6,6,Mujer,61,Sabe leer y escribir,Profesional,Viudo(a),Trabajó por lo menos una hora para obtener ingresos,Personal administrativo,Administración pública y defensa,"Trabajador(a) a sueldo fijo, salario o jornal",5000.0,2023-10-03,2023-10-03,3,Sí,1,3,2023
2,Campeche,3,10,9,10,10,10,10,10,9,9,10,8,8,4,9,7,5,8,10,1,3,5,0,0,10,10,10,9,10,5,9,9,10,10,10,9,Hombre,23,Sabe leer y escribir,Preparatoria o bachillerato,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",4000.0,2023-10-06,2023-10-06,4,Sí,1,4,2023
2,Campeche,2,10,2,10,7,10,9,10,10,10,10,7,10,8,9,9,10,10,9,1,0,0,0,1,10,10,8,9,10,10,10,10,9,9,9,8,Mujer,33,Sabe leer y escribir,Profesional,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",6000.0,2023-10-14,2023-10-14,2,Sí,1,2,2023
2,Campeche,2,10,10,8,10,10,8,10,10,9,9,8,10,5,8,9,9,9,9,1,0,0,1,0,10,10,10,9,10,9,8,10,10,8,8,8,Mujer,55,Sabe leer y escribir,Carrera técnica,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2023-10-04,2023-10-04,3,Sí,1,3,2023
2,Campeche,1,9,9,7,9,9,9,9,9,8,8,10,8,1,8,8,9,8,9,0,0,0,0,1,8,6,8,8,7,9,8,8,9,9,10,10,Mujer,71,Sabe leer y escribir,Secundaria,Soltero(a),Jubilado(a) o pensionado(a),No trabaja,No trabaja,No trabaja,,2023-10-04,2023-10-04,1,No aplica,1,1,2023
6,Campeche,1,8,9,5,10,9,7,8,7,5,10,10,9,10,5,9,7,6,9,0,0,0,4,0,9,10,9,8,5,9,8,7,10,9,9,5,Mujer,47,Sabe leer y escribir,Secundaria,Viudo(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",3000.0,2023-10-10,2023-10-10,2,Sí,1,2,2023
6,Campeche,1,7,8,7,7,7,8,7,8,7,8,8,7,7,7,6,7,6,7,3,3,3,3,3,7,7,7,7,7,7,5,6,7,7,7,7,Mujer,77,No sabe leer y escribir,Ninguno,Casado(a),Jubilado(a) o pensionado(a),No trabaja,No trabaja,No trabaja,,2023-10-04,2023-10-04,2,Sí,1,2,2023
6,Campeche,1,5,5,5,5,10,5,6,9,5,5,10,5,5,5,5,5,5,5,5,5,5,5,1,5,5,6,7,5,5,5,6,6,6,5,5,Hombre,48,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Comercio,"Trabajador(a) a sueldo fijo, salario o jornal",4000.0,2023-10-17,2023-10-17,3,Sí,1,3,2023
2,Campeche,2,8,8,8,8,10,9,7,7,7,6,8,7,6,8,8,8,8,8,1,1,2,2,0,8,8,7,8,7,7,5,7,7,7,6,5,Hombre,64,Sabe leer y escribir,Secundaria,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Trabajadores industriales,Construcción,"Trabajador(a) a sueldo fijo, salario o jornal",1500.0,2023-10-06,2023-10-06,3,Sí,1,3,2023
2,Campeche,2,9,9,9,9,10,9,9,9,9,9,1,7,2,9,9,9,9,8,1,1,1,1,1,9,10,9,10,9,9,9,9,9,9,9,9,Hombre,29,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Comercio,"Trabajador(a) a sueldo fijo, salario o jornal",,2023-10-06,2023-10-06,4,Sí,1,4,2023
2,Campeche,2,4,4,7,8,9,8,8,8,7,8,10,8,8,9,9,8,8,9,0,1,1,2,0,8,9,8,8,7,7,4,6,8,8,8,6,Mujer,44,Sabe leer y escribir,Primaria,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",750.0,2023-10-05,2023-10-05,4,Sí,1,4,2023
4,Campeche,1,8,9,9,9,10,10,9,10,10,8,10,9,7,10,6,6,9,9,0,4,3,1,1,8,8,7,10,9,10,5,10,7,6,9,7,Mujer,55,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2023-10-10,2023-10-10,3,Sí,1,3,2023
4,Campeche,4,8,6,8,8,8,9,8,8,9,9,8,8,6,8,8,6,7,5,0,1,3,2,0,10,9,8,8,9,5,7,8,8,8,8,8,Mujer,23,Sabe leer y escribir,Profesional,Soltero(a),Estudiante,No trabaja,No trabaja,No trabaja,,2023-10-11,2023-10-11,4,Sí,1,4,2023
8,Campeche,2,8,8,8,10,8,10,9,8,9,9,8,8,7,7,7,8,8,5,3,2,2,1,1,8,8,8,8,7,8,0,7,8,7,7,7,Mujer,38,Sabe leer y escribir,Secundaria,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2023-10-05,2023-10-05,5,Sí,1,5,2023
8,Campeche,3,6,1,7,7,5,9,10,9,10,0,0,10,0,4,0,0,1,0,0,9,10,8,0,9,5,9,7,10,2,0,0,9,0,0,0,Mujer,23,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Comercio,"Trabajador(a) a sueldo fijo, salario o jornal",1500.0,2023-10-03,2023-10-03,7,Sí,1,7,2023
8,Campeche,2,8,6,8,8,10,10,8,7,8,7,7,7,8,7,7,8,5,4,2,0,2,2,2,8,8,8,7,10,5,5,5,5,5,5,7,Hombre,21,Sabe leer y escribir,Preparatoria o bachillerato,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Comercio,"Trabajador(a) a sueldo fijo, salario o jornal",2000.0,2023-10-03,2023-10-03,4,Sí,1,4,2023
8,Campeche,5,8,8,9,9,10,9,9,9,9,9,4,9,9,8,8,9,9,9,1,1,1,1,1,8,8,8,9,8,8,8,9,8,8,9,7,Hombre,35,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Servicios,Trabajador(a) por su cuenta,,2023-10-10,2023-10-10,7,Sí,1,7,2023
1,Campeche,1,8,9,7,7,7,7,7,7,7,7,3,5,6,7,6,6,6,6,2,4,4,4,4,6,7,6,6,6,6,4,7,7,7,5,5,Hombre,42,Sabe leer y escribir,Secundaria,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores industriales,Industria,"Trabajador(a) a sueldo fijo, salario o jornal",1500.0,2023-10-17,2023-10-17,2,Sí,1,2,2023
1,Campeche,1,9,9,9,9,10,10,10,10,10,10,10,10,9,7,5,5,8,7,3,4,4,2,2,9,10,10,9,9,8,5,9,8,5,4,6,Hombre,50,Sabe leer y escribir,Doctorado,Casado(a),"No trabajó, pero sí tiene trabajo",Profesionistas y técnicos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",35000.0,2023-10-05,2023-10-05,2,Sí,1,2,2023
1,Campeche,3,9,8,10,9,10,10,10,9,10,10,10,10,8,9,10,10,10,10,0,0,0,0,0,10,9,10,9,9,9,7,8,8,8,8,5,Mujer,25,Sabe leer y escribir,Profesional,Soltero(a),Espera respuesta a una solicitud de trabajo,No trabaja,No trabaja,No trabaja,,2023-10-11,2023-10-11,4,Sí,1,4,2023
1,Campeche,2,8,6,8,9,8,9,10,10,9,9,10,8,7,4,5,5,4,5,5,4,5,5,4,8,7,7,8,8,9,5,8,8,9,6,6,Hombre,55,Sabe leer y escribir,Primaria,Soltero(a),Espera respuesta a una solicitud de trabajo,No trabaja,No trabaja,No trabaja,,2023-10-09,2023-10-09,3,Sí,1,3,2023
7,Coahuila,1,10,10,10,10,10,10,10,10,10,10,10,10,2,9,6,7,10,10,1,3,2,0,0,10,10,10,10,10,9,9,9,10,10,10,10,Hombre,67,Sabe leer y escribir,Profesional,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Construcción,"Trabajador(a) a sueldo fijo, salario o jornal",5000.0,2023-10-07,2023-10-07,2,Sí,1,2,2023
7,Coahuila,1,7,7,8,9,6,8,8,7,6,8,7,7,5,6,5,5,5,6,3,4,4,4,3,6,8,6,9,8,5,6,7,8,9,8,5,Hombre,61,Sabe leer y escribir,Profesional,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Industria,"Trabajador(a) a sueldo fijo, salario o jornal",3800.0,2023-10-05,2023-10-05,2,Sí,1,2,2023
7,Coahuila,2,10,10,9,9,9,9,9,9,9,10,8,9,3,7,7,5,6,8,2,3,4,3,2,9,9,9,10,9,9,8,9,9,9,9,9,Mujer,67,Sabe leer y escribir,Profesional,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2023-10-05,2023-10-05,3,Sí,1,3,2023
1,Coahuila,2,9,10,10,9,10,10,10,10,10,10,0,10,0,10,10,8,8,10,0,0,0,0,0,10,10,10,0,10,0,5,10,0,10,10,10,Mujer,24,Sabe leer y escribir,Preparatoria o bachillerato,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Trabajadores industriales,Industria,"Trabajador(a) a sueldo fijo, salario o jornal",2000.0,2023-10-09,2023-10-09,3,Sí,1,3,2023
1,Coahuila,3,8,8,10,9,10,9,10,9,10,10,8,9,3,9,8,9,8,9,1,1,1,1,0,8,8,9,10,10,7,8,8,8,7,9,8,Mujer,18,Sabe leer y escribir,Preparatoria o bachillerato,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores industriales,Industria,"Trabajador(a) a sueldo fijo, salario o jornal",2500.0,2023-10-09,2023-10-09,4,Sí,1,4,2023
1,Coahuila,1,8,5,9,9,9,9,9,10,10,10,8,9,0,10,10,10,10,10,0,0,0,0,0,9,10,10,8,9,9,9,9,9,8,9,9,Hombre,27,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores industriales,Industria,"Trabajador(a) a sueldo fijo, salario o jornal",,2023-10-09,2023-10-09,4,Sí,1,4,2023
1,Coahuila,2,9,7,8,10,9,9,9,10,9,10,10,9,8,7,5,5,5,6,2,5,4,4,3,9,10,9,10,9,10,3,7,10,8,9,10,Mujer,35,Sabe leer y escribir,Secundaria,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2023-10-09,2023-10-09,5,Sí,1,5,2023
7,Coahuila,1,8,8,8,9,9,9,9,9,9,9,10,10,1,10,10,10,10,10,0,0,0,0,0,8,8,8,10,10,10,9,9,9,9,9,8,Mujer,50,Sabe leer y escribir,Secundaria,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2023-10-11,2023-10-11,5,Sí,1,5,2023
7,Coahuila,1,10,8,8,8,9,7,8,8,7,8,10,8,4,7,6,6,6,7,2,3,3,3,2,8,8,8,8,7,8,8,8,8,8,8,8,Hombre,62,Sabe leer y escribir,Secundaria,Casado(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Comercio,"Trabajador(a) a sueldo fijo, salario o jornal",1600.0,2023-10-11,2023-10-11,3,Sí,1,3,2023
7,Coahuila,1,10,10,10,10,10,10,10,10,10,8,5,10,0,10,10,10,10,10,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,Hombre,33,Sabe leer y escribir,Profesional,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Industria,"Trabajador(a) a sueldo fijo, salario o jornal",3000.0,2023-10-11,2023-10-11,4,Sí,1,4,2023
7,Coahuila,1,8,8,9,9,10,9,9,10,10,9,6,8,5,9,9,9,9,9,1,1,1,1,1,10,9,10,9,9,8,7,8,9,7,6,6,Hombre,35,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores industriales,Industria,"Trabajador(a) a sueldo fijo, salario o jornal",,2023-10-16,2023-10-16,4,Sí,1,4,2023
3,Coahuila,1,8,8,8,8,10,7,10,10,9,8,8,9,5,8,9,9,9,8,0,0,0,0,0,9,9,10,9,9,6,8,10,9,9,9,9,Hombre,63,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",,2023-10-08,2023-10-08,2,Sí,1,2,2023
3,Coahuila,1,7,7,7,10,10,10,10,10,10,10,10,10,1,10,8,5,5,10,0,1,5,0,0,7,7,8,10,10,0,5,0,5,8,10,10,Hombre,31,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores industriales,Industria,"Trabajador(a) a sueldo fijo, salario o jornal",2500.0,2023-10-15,2023-10-15,3,Sí,1,3,2023
3,Coahuila,2,10,10,10,10,10,9,10,10,10,10,10,10,0,10,10,10,10,10,0,0,0,0,0,10,9,10,10,10,10,10,10,10,10,10,10,Mujer,75,Sabe leer y escribir,Secundaria,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2023-10-06,2023-10-06,2,Sí,1,2,2023
